nume,predictii_pret
Ford Kuga,19157.68586967174
Ford Fiesta 1.5 TDCi Trend,10527.722009885703
Jeep Wrangler 2.0 Turbo AT8 Rubicon,42102.28376775815
Skoda Fabia 1.0 TSI Ambition,14454.300336761362
Skoda Kodiaq 1.5 TSI DSG Style,16904.161916738503
Mitsubishi ASX 2.2 DI-D 4WD Automatik Instyle,22844.417121065002
BMW X4 xDrive35d AT,24877.28534241811
Skoda RAPID 1.6 TDI Active,7629.347737017068
Toyota Aygo 1.0 VVY-I 5 usi X,8148.806581172056
Hyundai I30 i30cw 1.6 CRDi Style,6655.159934363859
Volkswagen Passat Variant 2.0 TDI DSG Comfortline,16948.11230919762
Volkswagen Golf 1.6 TDI Comfortline,11191.260962032304
Renault Megane Estate Blue dCI Intens,15996.95396638991
Volkswagen Tiguan,24669.3731592972
BMW Seria 3 320d xDrive AT Advantage,32290.833759421086
Ford Focus 1.5 EcoBlue Trend Edition,11726.801371779868
Volkswagen Passat,35025.950651597755
BMW X4 xDrive30d Aut. M Sport,27472.549220803852
Kia Sportage 2.0 CRDI AWD Eco-Dynamics+ (48V M-H) Aut. PLATINUM,19698.41126444449
Mercedes-Benz A 250 e 8G-DCT AMG Line Advanced Plus,33116.95125630325
Audi SQ5 3.0 TDI quattro tiptronic,17022.013842919718
Mercedes-Benz GLE,108356.50761364408
Lexus Seria IS 300h,30262.49150607004
Mercedes-Benz AMG,92931.17920317301
Skoda Octavia Combi Diesel 2.0 TDI DSG Ambition,16450.195193774853
Kia Ceed 1.4 CVVT Attract,7702.343646668954
BMW Seria 7 740d xDrive,28401.785643624316
Skoda Octavia 1.6 TDI Ambition,13824.817140319245
Volvo S60,15788.494036969692
Volkswagen Passat 2.0 TDI DSG Comfortline,16465.171348710133
Seat Ibiza 1.4 Exclusive,2151.170967763985
Audi A6,15342.588757584646
Volvo V40 D3 RDesign,15818.984349100045
Audi A6 50 TDI quattro tiptronic S line,48588.07031946797
Volvo XC 40,70282.74807139813
BMW Seria 3 320i Touring,6204.863909457821
Renault Kadjar Energy dCi 110 Experience,11673.77756824052
Volkswagen Golf 1.6 TDI Comfortline,13741.457228608579
Seat Tarraco 2.0 TDI DSG Style,30762.72168729545
Renault Trafic ENERGY dCi 125 Combi Expression,10548.515951068324
Audi A6 Avant 2.0 TDI ultra S tronic,17592.66476509643
Volvo XC 90 D5 AWD Inscription,36909.04381522115
Renault Koleos dCi 175 FAP 4x4 Night and Day,6160.636152739253
Smart Fortwo,2101.929360139068
Volvo XC 60 B5 MHEV AT8 AWD Inscription,39705.8627454954
Mercedes-Benz E 220 d Aut.,41299.855009144274
Land Rover Range Rover Evoque 2.0 D180 R-Dynamic S,29976.74397165045
BMW Z4 sDrive30i AT Sport Line,40776.55964801634
Dacia Duster 1.5 Blue dCi 4WD Essential,13418.321248627146
Mercedes-Benz GLE Coupe 400 d 4MATIC,98111.59536043779
Citroën C4,7473.5752872495705
Skoda Octavia Combi 2.0 TDI DSG RS,10981.12723190781
Volkswagen Polo 1.0 Trendline,9996.662263189626
Seat Exeo ST 2.0 TDI 120 CP Style,4121.645338555273
Ford Kuga,22959.417268834823
Dacia Duster,16214.51488213826
Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC Exclusive,36045.321422362795
Dacia Duster Blue dCi 115 4X4 Extreme,25444.15781032176
Renault Talisman,20906.371474247215
Renault Megane Grandtour ENERGY dCi 110 Start & Stopp Bose Edition,9393.370357975304
Audi A3 Sportback 2.0 TDI S-tronic Ambition,8921.465075192214
Volkswagen Passat,31606.372241469817
Nissan Navara 2.3 dCi Bi Turbo Double Cab Tekna Aut.,23047.447367080204
Kia Sportage 2.0 DSL HP 6AT 4x4 GT Line,22161.550657848038
Opel Astra 2.0 CDTI DPF Sports Tourer Automatik Edition,5027.521421938225
Dacia Duster dCi 110 FAP 4x4 Prestige,10785.772166622066
Ford Ranger,16773.380808789334
Hyundai Tucson 1.6 Turbo 2WD DCT Passion,20478.115876397558
Mercedes-Benz E 200 4MATIC Aut.,25292.905918291817
Audi A5,31415.088679336634
Mercedes-Benz Sprinter 316 CDI 903.623,11126.987146042487
Land Rover Range Rover Sport,36543.457511126784
Ford Galaxy 2.0 TDCi Powershift Titanium,8543.176974457932
Renault Megane Estate TCe GPF Life,11523.470333316453
Volvo V60 D3 Momentum,17526.235488396596
Toyota Yaris,14229.105399252783
Mercedes-Benz V 300 d Extralung Avantgarde,102359.34567665905
BMW X6,28026.413390959053
Volvo XC 60 D4 R-Design,24243.870792133544
Lexus Seria NX 300h AWD Business Plus,27580.52668582075
BMW Seria 5 520i MHEV,51636.956040105186
BMW X5 xDrive30d AT MHEV,59712.73423349989
BMW X7 xDrive40d,110802.23170052803
Dacia Sandero 1.2 16V,2995.267687941822
Suzuki SX4 S-Cross 1.0 Passion Aut.,27024.68937981692
Skoda Roomster 1.4 TDI Comfort,3936.463989938807
Peugeot 308 1.2 L PureTech Turbo Allure,5778.180558155829
BMW Seria 3 320d GT xDrive AT,22948.19628565871
Toyota RAV4 2.5 4x4 Hybrid Edition,22317.492539914518
BMW Seria 3,11475.811272453848
Mercedes-Benz C 200 MHEV 4MATIC,62619.33451241052
DS Automobiles DS 7 Crossback,17242.327015556817
Nissan Qashqai 1.6 DCI Start/Stop 4X4-i Acenta,16637.072845802308
Ford Focus 1.5 TDCi Titanium,8142.658801712254
Volkswagen Golf 2.0 TDI BlueMotion Technology DSG Lounge,11035.308181395865
Skoda Octavia 1.6 TDI Style,13228.501299398697
Opel Astra 1.6 TWINPORT ECOTEC Active,10818.600268171023
Ford Ranger Pick-Up 2.0 EcoBlue 170 CP 4x4 Cabina Dubla Limited,18800.20619624843
Opel Zafira Tourer 1.6 CDTI Start/Stop Edition,12033.210792976992
Opel Corsa 1.4 ECOTEC Aut. Active,11236.652178650536
BMW X5 xDrive30d,20135.893511647966
Toyota Aygo,7103.453183834504
Volkswagen Taigo 1.5 TSI DSG Style,30848.811500730215
Mazda CX-30 e-SKYACTIV G150 MHEV Exclusive-Line,30026.25260402087
Volkswagen Passat Variant 2.0 TDI Comfortline,6726.1005157206855
Audi Q2,16504.847379966963
Volkswagen Passat,4555.663966541922
Dacia Duster 1.5 Blue dCi 4WD SL Orange,17141.939319741912
Mercedes-Benz CLA 180 d 7G-DCT Edition 2020,20871.412941331175
Toyota Corolla Cross 2.0I 2WD Dynamic,30738.841248405315
BMW Seria 3,27132.338467416026
Ford Focus,11177.442829699808
BMW X1 sDrive18d Aut.,20141.890231247824
Mercedes-Benz AMG GT-S Roadster Speedshift 7G-DCT,101021.83943920743
Peugeot 5008 1.2 PureTech BVM6 S&S Active Pack,13621.337879034529
Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,12603.302456884827
Volkswagen Golf 1.6 TDI DPF BlueMotion Technology Comfortline,6943.720738730964
Jeep Renegade 1.3 Turbo 4x2 DDCT6 Longitude,21607.992491136392
Mazda CX-5,36565.24541349697
Volkswagen Passat Variant 1.6 TDI (BlueMotion Technology) DSG Comfortline,9594.211840861793
Renault Talisman Grandtour ENERGY dCi 160 EDC INITIALE PARIS,11959.790988310982
Skoda Superb,19001.047434869583
Mercedes-Benz E 43 AMG 4Matic 9G-TRONIC,45000.78586686428
Volkswagen up! TSI high,10791.539371765013
Volkswagen Passat 2.0 TDI DSG Comfortline,19465.85728863756
Audi A6 Avant 2.0 40 TDI quattro S tronic Basic,29781.566142299853
Peugeot 2008 e-2008 GT Line,30186.025582962982
Mercedes-Benz V 250 BlueTEC Aut. Long Avantgarde,45460.30547562265
Toyota C-HR 1.8 HSD 122 CP 4x2 CVT C-enter,30373.170973368942
Dacia Pick-up,2576.3029362627494
Volvo XC 90 D5 AWD R-Design,25583.13138672604
Volkswagen Golf 1.6 TDI Comfortline,13367.732763820959
Suzuki Grand Vitara 1.9 DDIS JLX,10443.940147513169
BMW X3 xDrive20d Aut.,29393.956156518514
Dacia Duster 1.5 dCi 4x4 Ambiance,13285.574779886405
BMW X1 xDrive20d Aut. xLine,14093.144805443651
Audi A6 Avant 3.0 TDI quattro S tronic,20482.378464387963
Mercedes-Benz GLA 200 d 8G-DCT Progressive Advanced,34705.262074193335
BMW Seria 6 640d Cabrio M Sport Edition,19302.117476863
Mazda 2 Hybrid 1.5 VVT-i 116 CVT AGILE,28572.308328760162
Mercedes-Benz S 350 d 4Matic L 9G-TRONIC,91737.68354018715
Nissan Qashqai,11832.326216587891
Mercedes-Benz V 220 d lang 9G-TRONIC Edition,39136.681441668035
Land Rover Range Rover Evoque 2.0 D180,39794.151459790955
Audi A8 A8L 3.0 50 TDI quattro MHEV Tiptronic,68581.2752222169
BMW i8,15604.461305635306
Mercedes-Benz CLA 220 4MATIC Coupe,54658.14127329706
BMW Seria 3 320d Touring xDrive,7693.238690089895
DS Automobiles DS 7 Crossback,27163.15224482278
Audi A6 Allroad,48662.24476548002
Audi A6 Avant 2.0 40 TDI quattro S tronic Design,66056.46725168022
Rolls-Royce Cullinan Standard,467571.5996483906
Volvo XC 90 T5 AWD 7 locuri Momentum,35112.67094421981
Dacia Duster 1.5 dCi 4x2 Laureate,9502.938547284013
BMW Seria 3,13530.000568620353
BMW X1 xDrive20d Aut. xLine,14518.372705750007
BMW X3 xDrive20d Aut.,10831.554916799842
Volkswagen Tiguan 2.0 TDI 4Motion Track & Style,6569.299962994513
BMW Seria 3,10638.76360116633
Volkswagen Passat Variant 1.9TDI Basis,2641.1488626194646
Opel Insignia 2.0 CDTi Automatik Sport,13061.365955179745
Volkswagen Passat,20421.74629222575
Mercedes-Benz G 350 BlueTEC SW Long,28531.283990153046
Volkswagen Passat 2.0 TDI DSG Comfortline,27078.36535896732
Mercedes-Benz EQA 300 4MATIC,54296.73627752087
Audi A3,13662.602121221751
BMW Seria 8 840d xDrive,59003.9753116974
Mercedes-Benz V 250 (BlueTEC) d extralang 4Matic 7G-TRONIC,44294.429068665915
Dacia Duster 1.6 16V 105 4x2 Celebration,6257.229551595693
Ford EcoSport 1.5 EcoBlue Trend,12214.112283751556
BMW X6 xDrive30d,15333.89097791905
BMW Seria 4 420d Gran Coupe Sport-Aut. Sport Line,13847.188590992218
BMW Seria 3 320d Touring,4159.378232239226
Volkswagen Passat Variant 2.0 TDI DSG Comfortline,15491.193325633785
Opel Insignia,4033.5559432812793
BMW X7 xDrive40d AT MHEV,116656.24323860252
BMW Seria 7 740d xDrive,54134.81390610015
Porsche Cayenne,237047.6607668659
BMW X5,27338.45285810494
Audi A4 Avant 2.0 40 TDI S tronic Advanced,24309.533322687617
Peugeot 208 1.2 L PureTech STT EAT8 GT Line,14169.447813451383
SsangYong Korando,36976.675498294346
Volkswagen Polo 1.2 TDI CR DPF Comfortline,6702.278229661207
Ford Tourneo Connect,4357.665655140988
Mercedes-Benz EQA 250,51680.94200511154
Dacia Duster 1.6 4x2,8373.429686106509
BMW Seria 3 320d,6855.579406609161
Mercedes-Benz CLA 250 e 8G-DCT AMG Line,40092.6201499763
BMW X3 xDrive20d Aut. M Sport Edition,25223.729911634524
Skoda Octavia 1.5 TSI DSG Style,16590.172699607887
Opel Astra 1.6,2153.443589388901
Ford Focus RS,26965.378139098546
BMW Seria 6 620d Gran Turismo,30978.26343321819
Mercedes-Benz S 500 4Matic L 9G-TRONIC,145226.6177841753
Volkswagen Passat,2693.0076885302014
BMW Seria 3,31815.74323386867
Dacia Duster TCe 100 Comfort,13595.017605137473
Nissan Qashqai 1.2 DIG-T Start/Stop Tekna,10286.548385795342
Volvo XC 60 B4 MHEV AT8 AWD Momentum,41798.29846946615
Mercedes-Benz EQB 300 4MATIC,49642.33507951893
Renault Kangoo ENERGY dCi 75 FAP START,8394.753994138935
Peugeot Boxer HDi 333 L1H1 Active,18121.89552489379
Volkswagen Golf 1.6 TDI Comfortline,14871.410929934056
Audi A5 Sportback 2.0 TDI S tronic Design,19228.65174607415
Porsche Cayenne,85554.31098661014
Renault Espace Energy dCi 160 EDC Intens,14996.69968218198
Audi Q5,13560.470972177289
Volkswagen Polo 1.0 TSI Highline,9544.567571830805
Mercedes-Benz Sprinter 316 CDI 906.231,17485.963836622355
Volkswagen Golf 1.0 TSI Trendline,11097.450700891013
Mercedes-Benz GLC 300 d 4MATIC,72608.25286646457
Toyota Corolla 1.4 D H/B M/M Xellence,4913.435986841503
Peugeot 508 1.5 BlueHDI S&S EAT8 Active Pack,12962.78755399604
Audi Q5 55 TFSI e quattro S tronic,44711.050009788814
BMW X4 M M40d,50815.75201046127
Dacia Logan,7758.494144704596
Volvo XC 60 D5 AWD Aut. Summum,16001.68516148316
Volkswagen Tiguan 2.0 TDI DPF DSG 4Mot,27767.35314452318
Volkswagen Tiguan 2.0 TDI SCR 4MOTION (BlueMotion Techn.) DSG Highline,28238.683234637672
Audi A8 3.0 55 TFSI quattro Tiptronic,52953.49453408959
BMW Seria 5 520d Touring Aut.,19423.596636172453
Mercedes-Benz G 500 SW Long Aut.,102697.04591891015
Renault Megane Grandtour ENERGY dCi 110 EDC PLAY,13090.78393512906
Mercedes-Benz Vito 116 CDI (BlueTEC) Tourer Lang Aut. SELECT,18459.53573361953
Mercedes-Benz V,18749.125245969473
Toyota RAV4,26935.600685250043
Audi Q5 40 TDI Sportback quattro S tronic S line,61163.980020789306
Mercedes-Benz G AMG 63 SW Long Aut.,232289.8560578289
BMW Seria 3 320d DPF Touring Aut. Edition Exclusive,11416.070752792117
SsangYong Korando,36976.675498294346
Mercedes-Benz EQA 350 4MATIC,89458.67159756568
Mercedes-Benz GLE Coupe,86915.58125266222
Skoda Octavia Combi Diesel 2.0 TDI 4X4 DSG Style,20059.987540516955
Volvo XC 60,42252.26783997201
Skoda Kodiaq 2.0 TSI 4X4 DSG RS,40852.143846917985
Volkswagen Passat,4561.2860302862055
Hyundai KONA Electric 204CP Highway + Navi,29548.04573835815
BMW X4 X4M Competition,62123.593968990994
Mazda CX-60,66400.398111502
Mercedes-Benz C 220 d 4MATIC Coupe,39269.848665032165
Ford Kuga 2.0 TDCi 4WD Powershift Titanium,20046.903971800173
Seat Ateca 2.0 TSI 4Drive DSG XCELLENCE,23331.148957344634
BMW X5 xDrive30d AT MHEV,65046.579906227715
Skoda Karoq 1.6 TDI DSG Style,18573.61385522747
Jaguar F-Pace 20d AWD Aut. R-Sport,21465.05775071339
Skoda Octavia,9034.77960402969
Renault Scenic ENERGY dCi 110 Start & Stop Expression,8478.29905349942
Volkswagen Tiguan 2.0 TDI 4Motion BMT Sport & Style,12370.885008153577
Ford Edge 2.0 Panther A8 AWD ST Line,29184.00563182746
Volkswagen Passat 2.0 TDI DSG 4Motion Highline,14725.585046366417
Ford Transit Custom,16787.549649230128
Seat Ibiza,8568.265331014509
Peugeot 2008 1.6 BlueHDi FAP S&S Active,9677.39733286044
BMW Seria 5 530e iPerformance Aut. Luxury Line,23143.579625443203
Volkswagen Passat Variant 2.0 TDI Highline,11115.4318823002
Mercedes-Benz GLC,81453.72139875754
Ford Focus Turnier 1.6 TDCi DPF Start-Stopp-System Ambiente,7169.384567734328
Volkswagen Passat 2.0 TDI DSG 4Motion R Executive,29033.85403571387
BMW X1,33555.805592792676
Volkswagen Touran 2.0 TDI United,6081.988597241091
Jaguar F-Pace 20d AWD Aut. R-Sport,19205.603329132413
Audi Q5 2.0 TFSI Quattro Tiptronic,14916.529646650191
Mazda CX-5 G194 4x4 AT Revolution Top,27976.783162589163
MG ZS,22259.644106363226
Hyundai KONA EV Advantage,20621.15774819224
Volkswagen Passat 2.0 TDI DSG Comfortline,25051.84826818356
Opel Zafira 1.7 CDTI Edition 111 Jahre,5751.228532841861
Mercedes-Benz S 350 d 4Matic 9G-TRONIC,42041.67330325136
Seat Arona,15790.257526643498
Volkswagen Touran 1.6 TDI DPF Highline,7548.434420246529
Kia Sportage,11311.803672958049
BMW Seria 3 320d,5022.903198314273
Skoda Octavia 1.2 TSI AMBITION DSG,8134.772922574827
Mercedes-Benz EQA 300 4MATIC,62961.192822467994
Audi Q3 2.0 TDI quattro S tronic sport,19334.168353582594
Hyundai Tucson Hybrid 1.6 l 230 CP 4WD 6AT Luxury,32605.87832426688
Renault Laguna 1.5dCi Dynamique,2685.4750449135336
Skoda Octavia 1.5 TSI Ambition,25575.92259429472
Porsche Cayenne Coupe S,93917.03952324943
BMW Seria 3 320d xDrive AT,33358.97679481669
Mercedes-Benz X 350 d 4MATIC Aut. POWER EDITION,62114.76044076528
Opel Astra 1.4 Turbo Business,9322.45322253547
Audi A6 Avant 2.0 TDI quattro S tronic,20191.162913130163
BMW X2 xDrive25d AT M Sport,36968.22652932469
Renault Kadjar Energy dCi 130 Bose Edition,12087.217775010477
BMW X3,16435.591248718363
Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,27976.10502338603
Volkswagen Passat Variant 2.0 TDI Comfortline Aut,5499.080702304596
Audi A4 35 TFSI S tronic Basic,34853.09771834993
Mitsubishi Outlander 2.0 2WD CVT Intense A10,4782.856790106072
Volkswagen Golf 1.9 TDI Comfortline,4074.23858636212
Opel Astra 1.4 ECOTEC Turbo Enjoy,10564.343708291568
BMW Seria 4 435d xDrive AT,49036.467234510055
Audi A5 Sportback 2.0 TDI,9271.590571204835
Nissan Qashqai 1.5D 114CP 2WD Tekna,13328.750933039692
Mercedes-Benz AMG GT-S 63 4Matic+ Coupe Speedshift MCT 9G,186444.69104996376
Skoda Octavia 1.5 TSI DSG Ambition,17593.82862209948
Skoda Fabia Combi 1.0 TSI Ambition,8881.88145671127
Mitsubishi Outlander,13471.280868653414
Jeep Compass 1.4 M-Air 4x2 Longitude,13624.982150768237
Audi Q7 3.0 TDI Quattro Tiptronic,38261.97632910515
Volvo XC 60 D4 Momentum Pro,31629.01684574885
Renault Talisman,13628.523999838892
"Dacia Duster 1.5 Blue dCi 4WD Prestige jante 17""",15675.779002214082
Audi S5 Sportback 3.0 TFSI quattro tiptronic,24068.5654103399
BMW X7 xDrive40i,73645.82758386916
Renault Talisman Grandtour ENERGY dCi 110 LIFE,8047.09548715247
Mercedes-Benz GLE 350 de 4Matic 9G-TRONIC,60125.41392601663
Skoda Octavia Combi 1.6 TDI DPF GreenLine,5024.914326882077
Volkswagen Passat Variant 1.6 TDI BlueMotion,4461.512379943588
Skoda Octavia 2.0 TDI Elegance,5955.830238632197
Volkswagen Taigo,22126.003975549265
Mercedes-Benz V 300 d extralang 9G-TRONIC Avantgarde,95285.16572245589
Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop,7028.643139292453
Mercedes-Benz CLS,51612.5825351281
Mercedes-Benz GLB 250 4MATIC Aut.,51574.8314095726
Volkswagen T-Cross,18983.838491178965
Ford C-Max 2.0 TDCi Titanium,8520.916474836196
BMW X6 xDrive30d,97282.52909894323
Audi Q3 2.0 TDI Quattro Stronic,13991.339296481683
Volkswagen Tiguan 2.0 TDI 4Motion DSG Sport & Style,9249.695354009353
BMW X3 xDrive20d Aut.,20601.842721187742
Skoda Kodiaq 2.0 TDI DSG Style,21706.210356838626
Audi Q5,39330.46259703028
Cupra Leon 1.5 eTSI MHEV,47110.13679652297
BMW X6,81999.17603317565
Renault Megane TCe GPF EDC RS Line,19120.892313555654
BMW Seria 4 420i xDrive AT,24016.818539064832
Ford Puma,20210.297214256294
BMW Seria 5 525dA,5406.341105225562
Skoda Kamiq 1.5 TSI Selection,27155.76760747665
BMW X5 M M50d,56823.65269417362
Hyundai Tucson 2.0 CRDI 4WD 8AT Premium,26691.242513311212
Peugeot 308 2.0 BlueHDI FAP STT Allure Aut.,12264.462340572236
BMW X5 M M50d,30870.672749830966
Mercedes-Benz GLC Coupe 220 d 4MATIC,36960.87216521225
Audi SQ7 4.0 60 TDI Tiptronic,78660.49652314352
Volkswagen Passat Variant 1.6 TDI BlueMotion Technology Comfortline,6564.59910628965
Mercedes-Benz GLS 400 d 4Matic 9G-TRONIC,79379.50482727801
Mercedes-Benz G 400 d SW Long,121010.66739609027
Mercedes-Benz GLA 250 e,48472.54492716741
Mercedes-Benz A 200 CDI 7G-DCT,17985.034164978373
Ford Tourneo Courier 1.5 TDCi Trend,10679.361740126893
Volkswagen Golf Variant 1.6 TDI BlueMotion Technology Allstar,8877.91873290468
Volkswagen Tiguan 2.0 TDI SCR DSG 4Motion Elegance,38872.445771448445
Ford Focus 1.0 EcoBoost Trend Edition,11587.85627150249
Volkswagen Golf 1.4 TSI Style,6817.41181849184
Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Exklusiv,5865.278415280406
Ford Focus,15275.741208333055
Kia Sportage,11484.082016755438
Volkswagen Polo 1.0 TSI Life,14397.050646706935
Toyota RAV4 2.5 4x4 Hybrid Comfort,30266.61312243977
Ford Ranger,20965.679975795232
Skoda Octavia 2.0 TDI DSG Style,13958.354587844775
Opel Insignia 1.6 CDTI ECOTEC Edition Aut.,13377.048960838742
Mitsubishi ASX,8567.389078292746
Jeep Cherokee 2.2 Mjet AWD Limited,33017.90735643143
Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,24057.353654612958
Renault Captur E-Tech 145 E-Tech Engineered,27973.335579755334
Mercedes-Benz A,38223.52845356923
Mini Countryman,12561.542243440916
Tesla Model 3,37643.45650503109
Mercedes-Benz A 180 CDI Elegance,2812.592588326415
Audi A6 Allroad quattro 2.7 TDI tiptronic DPF,7021.0069763118245
Dacia Logan ECO-G 100 MT6 Comfort,11167.490402834723
Dacia Sandero SCe 75 Acces,7778.772623102887
BMW X3 xDrive20d Aut. M Sport,48352.00569504106
Mercedes-Benz GLB 200 4Matic 8G-DCT AMG Line,43796.611995190106
Mercedes-Benz GLC 300 e 4MATIC,49354.6197290439
Volvo V60 D4 Geartronic Momentum,12441.849521502425
Nissan Juke 1.5 dCi Tekna,8673.25770881828
Dacia Duster Blue dCi 115 4X4 Expression,24385.571092575028
Renault Talisman ENERGY dCi 160 EDC INITIALE PARIS,14211.801335269807
BMW Seria 5 520d,9011.463582446266
BMW X5 xDrive40d,25595.26974776271
Mercedes-Benz CLS 400 d 4Matic 9G-TRONIC AMG Line,55747.046462149025
Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,21667.5082508171
Ford Puma 1.0 EcoBoost Aut. Titanium X,24064.47531840181
Toyota C-HR,19588.90973110842
BMW Seria 5 520d xDrive AT,28669.188875743745
BMW X3 3.0sd Aut.,11124.56111133811
Land Rover Range Rover,65333.8556809218
BMW Seria 3 330e iPerformance AT Advantage,23364.17393313189
BMW Seria 5 520d xDrive AT,17860.63688957849
Audi A3 1.6 TDI S tronic Sport,16766.862322612076
Volkswagen Polo 1.0 Trendline,11388.319389434011
Volkswagen Passat,22020.554490871604
Ford Ranger Pick-Up 2.0 TD 170 CP 6MT 4x4 Double Cab XLT,38640.949167406055
Volkswagen Polo 1.6 TDI Cross,5684.237515044049
Dacia Duster Blue dCi 115 4X4 Journey,20866.96498546203
Ford Focus,8280.909450619558
Audi Q3 2.0 TDI Quattro S-Tronic,14419.557072702422
Renault Megane TCe 140 GPF EDC Equilibre,25917.48838363762
Opel Corsa,9099.548679969857
Opel Mokka 1.2 Turbo Start/Stop Aut. Elegance,24957.30810614534
Volkswagen Golf 1.4 TSI DSG BMT Highline,9646.175751778812
Skoda Octavia 2.0 TDI (Green tec) DSG Ambition,15504.13015012415
Volkswagen ARTEON 2.0 TDI DSG Elegance,23955.61214541424
Volkswagen Touran 2.0 TDI DPF DSG Highline,6013.28232712716
Skoda Kodiaq 2.0 TDI DSG Sportline,22507.437234950397
BMW Seria 7 730d A,5659.644144494926
Kia Optima,17058.0338534656
Mazda CX-5 SKYACTIV-D 175 Drive AWD Sports-Line,17203.802522657883
Toyota Auris,11925.648230579172
Ford Mondeo 2.0 TDCi Powershift Business,13519.927996970646
Jeep Renegade 2.0 M-Jet 4x4 AT Limited,13262.726175605841
Volkswagen Passat,17520.845337563576
Land Rover Range Rover Sport 3.0 I6 D350 MHEV Autobiography,135137.73964476344
Audi A4 1.9 TDI,4364.922036417475
Toyota Avensis 2.0 D-4D Sedan Luna,4452.572244395527
Mercedes-Benz GLE 400 d 4Matic 9G-TRONIC AMG Line,51809.08367198684
Audi Q3 2.0 TDI Quattro S-Tronic,15190.376784691489
Mercedes-Benz GLE,85774.22941188734
BMW Seria 3 320d,5640.662908182038
Audi A4 1.8 TFSI Avant,6685.852141851674
Renault ZOE Z.E. 40 INTENS,6835.126983287841
Skoda Karoq 1.6 TDI DSG Ambition,16595.877868811567
Opel Insignia 2.0 CDTI,4150.700012037287
Nissan X-Trail 1.6 DCi Tekna,12240.136948128657
Nissan X-Trail 2.0 dCi ALL-MODE 4x4i Xtronic Tekna,22763.96030507121
Renault Megane ENERGY dCi 110 Start & Stop Dynamique,6951.195359957275
Ford Focus Turnier 1.6 TDCi DPF Start-Stopp-System Trend,5069.918442143879
Volvo XC 90 B6 MHEV AWD 7 locuri Inscription,59140.84116461372
Volkswagen Sharan 2.0 TDI DSG BlueMotion Technology Highline,10687.57991284551
Ford C-Max,7763.236371190647
Renault Kadjar Energy dCi 130 4x4 XMOD,11736.14839717165
Mercedes-Benz GLE,77793.0369199075
Hyundai i40 i40cw 1.7 CRDi Automatik 5 Star Edition,8004.794956970345
Dacia Logan 1.2 75CP Laureate,5424.825677706001
Ford Focus 1.0 EcoBoost Start-Stopp-System COOL&CONNECT,5647.1706435879205
Opel Insignia Grand Sport 1.6 CDTI Start/Stop Aut. Edition,12586.38418798418
Volkswagen Passat Variant 2.0 TDI DPF DSG Sportline,4654.762662657944
Opel Vivaro,17072.927643318948
Ford Kuga 2.0 TDCi 4x4 Aut. Individual,13320.229822518406
Dacia Duster dCi 110 FAP 4x4 Laureate,7779.4668614469
Ford Kuga 2.0 TDCi 4WD Powershift Titanium,11083.18561816764
BMW Seria 3 318d,7225.509560070155
BMW Seria 5 520d xDrive AT,15988.659621820152
Renault Kadjar Blue dCi EDC Intens,16664.58956441322
Lexus Seria RX 450h Aut. Luxury (trapa),59415.20379344609
Nissan Qashqai 1.5D 114CP 2WD Acenta DCT,18175.690256531027
Audi Q3 2.0 TDI Quattro S-Tronic,17169.13535463674
BMW Seria 5 518d AT,19387.345146895084
Hyundai ix35 2.0 CRDi 4WD Comfort,9099.643518579214
Skoda Fabia 1.0 TSI Ambition,19150.397478107672
Audi A5,11116.158972440868
Ford Focus 1.5 TDCi Trend,8442.369779737786
Land Rover Range Rover 3.0 I TDV6 HSE,18567.24723737856
Mercedes-Benz C 220 (BlueTEC) d T 7G-TRONIC,13506.054315264018
Mercedes-Benz E 220 T CDI Automatik Avantgarde,5827.280017867418
Mercedes-Benz GLE Coupe,102182.06657579604
Mazda 3,3153.430970875991
Kia Magentis,4868.010162664197
Volvo S60 D2 Momentum,13606.574417198766
Toyota Corolla 1.8 Hybrid Business Edition,18217.72260045073
Honda Honda e 154 CP Advance,28882.71747238394
Dacia Logan Express 1.4 MPI,1607.4692876991953
Skoda Yeti Outdoor 2.0 TDI Elegance Green tec,8934.432425933954
Volkswagen Passat Variant 2.0 TDI Blue TDI Comfortline,6402.5018167159205
Skoda Fabia 1.0 MPI Ambition,8752.112118591389
Mercedes-Benz S 400 d 4MATIC Aut,82051.41398557306
Ford Mondeo 2.0 HEV Vignale,17753.807288199852
Mercedes-Benz GLE 43 AMG 4MATIC,50480.9324456349
BMW X5 xDrive30d AT MHEV,86648.02597591412
Fiat Panda 1.0 MHEV,14507.00463815308
Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC AMG Line,28939.684417116587
BMW X2 sDrive20i AT,39433.14283370014
Opel Insignia,5078.11505122783
DS Automobiles DS 7 Crossback DS7 1.6 PHeV AWD 300 EAT8 PERFORMANCE LINE +,35513.46996107052
Mercedes-Benz GLE AMG 43 4Matic 9G-TRONIC AMG Line,31961.052756312012
